F-lost	   TF_cost	min-1	mean-1	max-1	w-mean-1	ext2-1	
0.1688	1.6807e+005	0.9001	0.9489	0.9976	0.9976	0.0006	
0.1698	1.6787e+005	0.8997	0.9486	0.9975	0.9975	0.0006	
0.1708	1.6766e+005	0.8994	0.9485	0.9975	0.9975	0.0006	
0.1718	1.6746e+005	0.8985	0.9480	0.9974	0.9974	0.0006	
0.1728	1.6726e+005	0.8980	0.9477	0.9974	0.9974	0.0007	
0.1738	1.6706e+005	0.8975	0.9474	0.9973	0.9973	0.0007	
0.1748	1.6686e+005	0.8968	0.9471	0.9973	0.9973	0.0007	
0.1758	1.6665e+005	0.8960	0.9466	0.9972	0.9972	0.0007	
0.1768	1.6645e+005	0.8955	0.9463	0.9972	0.9972	0.0007	
0.1778	1.6625e+005	0.8949	0.9460	0.9971	0.9971	0.0007	
0.1788	1.6605e+005	0.8943	0.9457	0.9971	0.9971	0.0007	
0.1798	1.6585e+005	0.8936	0.9453	0.9970	0.9970	0.0007	
0.1808	1.6564e+005	0.8933	0.9451	0.9970	0.9970	0.0008	
0.1818	1.6544e+005	0.8927	0.9448	0.9969	0.9969	0.0008	
0.1828	1.6524e+005	0.8920	0.9444	0.9969	0.9969	0.0008	
0.1838	1.6504e+005	0.8912	0.9440	0.9968	0.9968	0.0008	
0.1848	1.6484e+005	0.8903	0.9435	0.9967	0.9967	0.0008	
0.1858	1.6463e+005	0.8898	0.9433	0.9967	0.9967	0.0008	
0.1868	1.6443e+005	0.8894	0.9430	0.9966	0.9966	0.0008	
0.1878	1.6423e+005	0.8887	0.9426	0.9966	0.9966	0.0009	
0.1888	1.6403e+005	0.8883	0.9424	0.9965	0.9965	0.0009	
0.1898	1.6383e+005	0.8876	0.9420	0.9964	0.9964	0.0009	
0.1908	1.6362e+005	0.8867	0.9415	0.9964	0.9964	0.0009	
0.1918	1.6342e+005	0.8860	0.9412	0.9963	0.9963	0.0009	
0.1928	1.6322e+005	0.8854	0.9408	0.9962	0.9962	0.0009	
0.1938	1.6302e+005	0.8847	0.9405	0.9962	0.9962	0.0010	
0.1948	1.6282e+005	0.8838	0.9400	0.9961	0.9961	0.0010	
0.1958	1.6261e+005	0.8831	0.9396	0.9960	0.9960	0.0010	
0.1968	1.6241e+005	0.8826	0.9393	0.9960	0.9960	0.0010	
0.1978	1.6221e+005	0.8821	0.9390	0.9959	0.9959	0.0010	
0.1988	1.6201e+005	0.8817	0.9388	0.9958	0.9958	0.0010	
0.1998	1.6181e+005	0.8808	0.9383	0.9958	0.9958	0.0011	
0.2008	1.616e+005	0.8796	0.9377	0.9957	0.9957	0.0011	
0.2018	1.614e+005	0.8796	0.9376	0.9956	0.9956	0.0011	
0.2028	1.612e+005	0.8787	0.9371	0.9956	0.9956	0.0011	
0.2038	1.61e+005 	0.8780	0.9367	0.9955	0.9955	0.0011	
0.2048	1.608e+005	0.8770	0.9362	0.9954	0.9954	0.0011	
0.2058	1.6059e+005	0.8762	0.9358	0.9953	0.9953	0.0012	
0.2068	1.6039e+005	0.8757	0.9355	0.9953	0.9953	0.0012	
0.2078	1.6019e+005	0.8748	0.9350	0.9952	0.9952	0.0012	
0.2088	1.5999e+005	0.8743	0.9347	0.9951	0.9951	0.0012	
0.2098	1.5979e+005	0.8737	0.9344	0.9950	0.9950	0.0012	
0.2108	1.5958e+005	0.8726	0.9338	0.9950	0.9950	0.0013	
0.2118	1.5938e+005	0.8722	0.9335	0.9949	0.9949	0.0013	
0.2128	1.5918e+005	0.8715	0.9332	0.9948	0.9948	0.0013	
0.2138	1.5898e+005	0.8709	0.9328	0.9948	0.9948	0.0013	
0.2148	1.5878e+005	0.8705	0.9326	0.9947	0.9947	0.0013	
0.2158	1.5857e+005	0.8693	0.9320	0.9946	0.9946	0.0014	
0.2168	1.5837e+005	0.8689	0.9317	0.9945	0.9945	0.0014	
0.2178	1.5817e+005	0.8686	0.9315	0.9944	0.9944	0.0014	
0.2188	1.5797e+005	0.8682	0.9313	0.9944	0.9944	0.0014	
0.2198	1.5777e+005	0.8676	0.9309	0.9943	0.9943	0.0014	
0.2208	1.5756e+005	0.8671	0.9306	0.9942	0.9942	0.0015	
0.2218	1.5736e+005	0.8664	0.9302	0.9941	0.9941	0.0015	
0.2228	1.5716e+005	0.8659	0.9300	0.9940	0.9940	0.0015	
0.2238	1.5696e+005	0.8653	0.9296	0.9939	0.9939	0.0015	
0.2248	1.5676e+005	0.8650	0.9294	0.9938	0.9938	0.0015	
0.2258	1.5655e+005	0.8642	0.9290	0.9938	0.9938	0.0016	
