F-lost	   TF_cost	min-1	mean-1	max-1	w-mean-1	ext2-1	min-2	mean-2	max-2	w-mean-2	ext2-2	
0.1199	1.7797e+005	0.9113	0.9551	0.9988	0.9988	0.0003	0.9894	0.9894	0.9894	0.0000	0.0000	
0.1209	1.7776e+005	0.9101	0.9545	0.9988	0.9988	0.0003	0.9892	0.9892	0.9892	0.0000	0.0000	
0.1219	1.7756e+005	0.9089	0.9539	0.9988	0.9988	0.0003	0.9890	0.9890	0.9890	0.0000	0.0000	
0.1229	1.7736e+005	0.9077	0.9532	0.9988	0.9988	0.0003	0.9888	0.9888	0.9888	0.0000	0.0000	
0.1239	1.7716e+005	0.9062	0.9524	0.9987	0.9987	0.0003	0.9886	0.9886	0.9886	0.0000	0.0000	
0.1249	1.7696e+005	0.9050	0.9518	0.9987	0.9987	0.0003	0.9885	0.9885	0.9885	0.0000	0.0000	
0.1259	1.7675e+005	0.9032	0.9509	0.9987	0.9987	0.0003	0.9883	0.9883	0.9883	0.0000	0.0000	
0.1269	1.7655e+005	0.9019	0.9503	0.9986	0.9986	0.0003	0.9880	0.9880	0.9880	0.0000	0.0000	
0.1279	1.7635e+005	0.9006	0.9496	0.9986	0.9986	0.0004	0.9879	0.9879	0.9879	0.0000	0.0000	
0.1289	1.7615e+005	0.8993	0.9490	0.9986	0.9986	0.0004	0.9877	0.9877	0.9877	0.0000	0.0000	
0.1299	1.7595e+005	0.8974	0.9480	0.9985	0.9985	0.0004	0.9874	0.9874	0.9874	0.0000	0.0000	
0.1309	1.7574e+005	0.8957	0.9471	0.9985	0.9985	0.0004	0.9872	0.9872	0.9872	0.0000	0.0000	
0.1319	1.7554e+005	0.8949	0.9467	0.9985	0.9985	0.0004	0.9870	0.9870	0.9870	0.0000	0.0000	
0.1329	1.7534e+005	0.8933	0.9459	0.9984	0.9984	0.0004	0.9868	0.9868	0.9868	0.0000	0.0000	
0.1339	1.7514e+005	0.8914	0.9449	0.9984	0.9984	0.0004	0.9866	0.9866	0.9866	0.0000	0.0000	
0.1349	1.7494e+005	0.8898	0.9441	0.9984	0.9984	0.0004	0.9864	0.9864	0.9864	0.0000	0.0000	
0.1359	1.7473e+005	0.8883	0.9433	0.9983	0.9983	0.0004	0.9862	0.9862	0.9862	0.0000	0.0000	
0.1369	1.7453e+005	0.8868	0.9425	0.9983	0.9983	0.0004	0.9860	0.9860	0.9860	0.0000	0.0000	
0.1379	1.7433e+005	0.8853	0.9418	0.9982	0.9982	0.0004	0.9858	0.9858	0.9858	0.0000	0.0000	
0.1389	1.7413e+005	0.8839	0.9411	0.9982	0.9982	0.0005	0.9856	0.9856	0.9856	0.0000	0.0000	
0.1399	1.7393e+005	0.8829	0.9405	0.9982	0.9982	0.0005	0.9853	0.9853	0.9853	0.0000	0.0000	
0.1409	1.7372e+005	0.8816	0.9399	0.9981	0.9981	0.0005	0.9851	0.9851	0.9851	0.0000	0.0000	
0.1419	1.7352e+005	0.8808	0.9394	0.9981	0.9981	0.0005	0.9849	0.9849	0.9849	0.0000	0.0000	
0.1429	1.7332e+005	0.8795	0.9388	0.9980	0.9980	0.0005	0.9847	0.9847	0.9847	0.0000	0.0000	
0.1439	1.7312e+005	0.8779	0.9379	0.9980	0.9980	0.0005	0.9844	0.9844	0.9844	0.0000	0.0000	
0.1449	1.7292e+005	0.8768	0.9374	0.9979	0.9979	0.0005	0.9842	0.9842	0.9842	0.0000	0.0000	
0.1459	1.7271e+005	0.8759	0.9369	0.9979	0.9979	0.0005	0.9840	0.9840	0.9840	0.0000	0.0000	
0.1469	1.7251e+005	0.8746	0.9362	0.9979	0.9979	0.0005	0.9837	0.9837	0.9837	0.0000	0.0000	
0.1479	1.7231e+005	0.8736	0.9357	0.9978	0.9978	0.0005	0.9835	0.9835	0.9835	0.0000	0.0000	
0.1489	1.7211e+005	0.8719	0.9348	0.9978	0.9978	0.0006	0.9833	0.9833	0.9833	0.0000	0.0000	
0.1499	1.7191e+005	0.8706	0.9342	0.9977	0.9977	0.0006	0.9830	0.9830	0.9830	0.0000	0.0000	
0.1509	1.717e+005	0.8696	0.9336	0.9977	0.9977	0.0006	0.9828	0.9828	0.9828	0.0000	0.0000	
0.1519	1.715e+005	0.8691	0.9334	0.9976	0.9976	0.0006	0.9825	0.9825	0.9825	0.0000	0.0000	
0.1529	1.713e+005	0.8687	0.9331	0.9976	0.9976	0.0006	0.9822	0.9822	0.9822	0.0000	0.0000	
0.1539	1.711e+005	0.8674	0.9324	0.9975	0.9975	0.0006	0.9820	0.9820	0.9820	0.0000	0.0000	
0.1549	1.709e+005	0.8664	0.9320	0.9975	0.9975	0.0006	0.9817	0.9817	0.9817	0.0000	0.0000	
0.1558	1.7069e+005	0.8656	0.9315	0.9974	0.9974	0.0006	0.9815	0.9815	0.9815	0.0000	0.0000	
0.1568	1.7049e+005	0.8650	0.9312	0.9974	0.9974	0.0007	0.9812	0.9812	0.9812	0.0000	0.0000	
0.1578	1.7029e+005	0.8646	0.9309	0.9973	0.9973	0.0007	0.9809	0.9809	0.9809	0.0000	0.0000	
0.1588	1.7009e+005	0.8638	0.9305	0.9972	0.9972	0.0007	0.9806	0.9806	0.9806	0.0000	0.0000	
0.1598	1.6989e+005	0.8630	0.9301	0.9972	0.9972	0.0007	0.9804	0.9804	0.9804	0.0000	0.0000	
0.1608	1.6968e+005	0.8620	0.9296	0.9971	0.9971	0.0007	0.9801	0.9801	0.9801	0.0000	0.0000	
0.1618	1.6948e+005	0.8613	0.9292	0.9971	0.9971	0.0007	0.9798	0.9798	0.9798	0.0000	0.0000	
0.1628	1.6928e+005	0.8606	0.9288	0.9970	0.9970	0.0007	0.9795	0.9795	0.9795	0.0000	0.0000	
0.1638	1.6908e+005	0.8599	0.9284	0.9970	0.9970	0.0008	0.9793	0.9793	0.9793	0.0000	0.0000	
0.1648	1.6888e+005	0.8593	0.9281	0.9969	0.9969	0.0008	0.9790	0.9790	0.9790	0.0000	0.0000	
0.1658	1.6867e+005	0.8586	0.9277	0.9968	0.9968	0.0008	0.9787	0.9787	0.9787	0.0000	0.0000	
0.1668	1.6847e+005	0.8577	0.9272	0.9968	0.9968	0.0008	0.9784	0.9784	0.9784	0.0000	0.0000	
0.1678	1.6827e+005	0.8570	0.9269	0.9967	0.9967	0.0008	0.9781	0.9781	0.9781	0.0000	0.0000	
0.1688	1.6807e+005	0.8560	0.9263	0.9966	0.9966	0.0008	0.9778	0.9778	0.9778	0.0000	0.0000	
0.1698	1.6787e+005	0.8553	0.9259	0.9966	0.9966	0.0009	0.9775	0.9775	0.9775	0.0000	0.0000	
0.1708	1.6766e+005	0.8545	0.9255	0.9965	0.9965	0.0009	0.9772	0.9772	0.9772	0.0000	0.0000	
0.1718	1.6746e+005	0.8540	0.9252	0.9964	0.9964	0.0009	0.9769	0.9769	0.9769	0.0000	0.0000	
0.1728	1.6726e+005	0.8535	0.9249	0.9964	0.9964	0.0009	0.9766	0.9766	0.9766	0.0000	0.0000	
0.1738	1.6706e+005	0.8528	0.9245	0.9963	0.9963	0.0009	0.9763	0.9763	0.9763	0.0000	0.0000	
0.1748	1.6686e+005	0.8521	0.9241	0.9962	0.9962	0.0009	0.9759	0.9759	0.9759	0.0000	0.0000	
0.1758	1.6665e+005	0.8510	0.9236	0.9962	0.9962	0.0010	0.9756	0.9756	0.9756	0.0000	0.0000	
0.1768	1.6645e+005	0.8505	0.9233	0.9961	0.9961	0.0010	0.9753	0.9753	0.9753	0.0000	0.0000	
0.1778	1.6625e+005	0.8498	0.9229	0.9960	0.9960	0.0010	0.9750	0.9750	0.9750	0.0000	0.0000	
0.1788	1.6605e+005	0.8491	0.9225	0.9959	0.9959	0.0010	0.9747	0.9747	0.9747	0.0000	0.0000	
0.1798	1.6585e+005	0.8478	0.9218	0.9959	0.9959	0.0010	0.9744	0.9744	0.9744	0.0000	0.0000	
0.1808	1.6564e+005	0.8473	0.9215	0.9958	0.9958	0.0011	0.9740	0.9740	0.9740	0.0000	0.0000	
0.1818	1.6544e+005	0.8468	0.9213	0.9957	0.9957	0.0011	0.9737	0.9737	0.9737	0.0000	0.0000	
0.1828	1.6524e+005	0.8459	0.9208	0.9956	0.9956	0.0011	0.9734	0.9734	0.9734	0.0000	0.0000	
0.1838	1.6504e+005	0.8447	0.9201	0.9956	0.9956	0.0011	0.9731	0.9731	0.9731	0.0000	0.0000	
0.1848	1.6484e+005	0.8441	0.9198	0.9955	0.9955	0.0011	0.9727	0.9727	0.9727	0.0000	0.0000	
0.1858	1.6463e+005	0.8431	0.9193	0.9954	0.9954	0.0012	0.9724	0.9724	0.9724	0.0000	0.0000	
0.1868	1.6443e+005	0.8417	0.9185	0.9953	0.9953	0.0012	0.9721	0.9721	0.9721	0.0000	0.0000	
0.1878	1.6423e+005	0.8411	0.9182	0.9952	0.9952	0.0012	0.9717	0.9717	0.9717	0.0000	0.0000	
0.1888	1.6403e+005	0.8401	0.9176	0.9951	0.9951	0.0012	0.9714	0.9714	0.9714	0.0000	0.0000	
0.1898	1.6383e+005	0.8393	0.9172	0.9951	0.9951	0.0012	0.9711	0.9711	0.9711	0.0000	0.0000	
0.1908	1.6362e+005	0.8386	0.9168	0.9950	0.9950	0.0013	0.9707	0.9707	0.9707	0.0000	0.0000	
0.1918	1.6342e+005	0.8379	0.9164	0.9949	0.9949	0.0013	0.9704	0.9704	0.9704	0.0000	0.0000	
0.1928	1.6322e+005	0.8373	0.9161	0.9948	0.9948	0.0013	0.9701	0.9701	0.9701	0.0000	0.0000	
0.1938	1.6302e+005	0.8362	0.9155	0.9947	0.9947	0.0013	0.9697	0.9697	0.9697	0.0000	0.0000	
